id,area,title,rank,type
291,统计学,JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION,A+,社科类
292,统计学,SURVEY METHODOLOGY,A+,社科类
293,统计学,JOURNAL OF NONPARAMETRIC STATISTICS,A+,社科类
294,统计学,JOURNAL OF STATISTICAL PLANNING AND INFERENCE,A+,社科类
295,心理学,APPLIED PSYCHOLOGY-HEALTH AND WELL BEING,A+,社科类
296,心理学,CAREER DEVELOPMENT INTERNATIONAL,A+,社科类
297,心理学,COGNITION & EMOTION,A+,社科类
298,心理学,COGNITIVE SCIENCE,A+,社科类
299,心理学,COUNSELING PSYCHOLOGIST,A+,社科类
300,心理学,CULTURE & PSYCHOLOGY,A+,社科类
301,心理学,ERGONOMICS,A+,社科类
302,心理学,EUROPEAN JOURNAL OF PERSONALITY,A+,社科类
303,心理学,EUROPEAN JOURNAL OF WORK AND ORGANIZATIONAL PSYCHOLOGY,A+,社科类
304,心理学,GROUP PROCESSES & INTERGROUP RELATIONS,A+,社科类
305,心理学,JOURNAL OF BUSINESS AND PSYCHOLOGY,A+,社科类
306,心理学,JOURNAL OF CAREER ASSESSMENT,A+,社科类
307,心理学,JOURNAL OF CROSS-CULTURAL PSYCHOLOGY,A+,社科类
308,心理学,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-APPLIED,A+,社科类
309,心理学,JOURNAL OF MANAGERIAL PSYCHOLOGY,A+,社科类
310,心理学,JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY,A+,社科类
311,心理学,JOURNAL OF OCCUPATIONAL HEALTH PSYCHOLOGY,A+,社科类
312,心理学,JOURNAL OF PERSONALITY ASSESSMENT,A+,社科类
313,心理学,JOURNAL OF PSYCHOLOGY,A+,社科类
314,心理学,JUDGMENT AND DECISION MAKING,A+,社科类
315,心理学,MOTIVATION AND EMOTION,A+,社科类
316,心理学,PERSONALITY AND INDIVIDUAL DIFFERENCES,A+,社科类
317,心理学,WORK AND STRESS,A+,社科类
318,艺术学,ARCHITECTURAL HISTORY,A+,社科类
319,艺术学,ART HISTORY,A+,社科类
320,艺术学,BURLINGTON MAGAZINE,A+,社科类
321,艺术学,INTERNATIONAL JOURNAL OF ART & DESIGN EDUCATION,A+,社科类
322,艺术学,JOURNAL OF AESTHETICS AND ART CRITICISM,A+,社科类
323,艺术学,JOURNAL OF THE WARBURG AND COURTAULD INSTITUTES,A+,社科类
324,艺术学,LEONARDO,A+,社科类
325,艺术学,MUSEUM INTERNATIONAL,A+,社科类
326,艺术学,MUSIC ANALYSIS,A+,社科类
327,艺术学,MUSIC THEORY SPECTRUM,A+,社科类
328,艺术学,TELEVISION & NEW MEDIA,A+,社科类
329,语言学,AM J SPEECH-LANG PAT,A+,社科类
330,语言学,AMERICAN LITERARY HISTORY,A+,社科类
331,语言学,APPLIED PSYCHOLINGUISTICS,A+,社科类
332,语言学,BEITRAGE ZUR GESCHICHTE DER DEUTSCHEN SPRACHE UND LITERATUR,A+,社科类
333,语言学,BOUNDARY 2-AN INTERNATIONAL JOURNAL OF LITERATURE AND CULTURE,A+,社科类
334,语言学,COGNITIVE LINGUISTICS,A+,社科类
335,语言学,COLLEGE ENGLISH,A+,社科类
336,语言学,COMPARATIVE LITERATURE,A+,社科类
337,语言学,COMPARATIVE LITERATURE STUDIES,A+,社科类
338,语言学,COMPUTATIONAL LINGUISTICS,A+,社科类
339,语言学,CONTEMPORARY LITERATURE,A+,社科类
340,语言学,CRITICISM-A QUARTERLY FOR LITERATURE AND THE ARTS,A+,社科类
341,语言学,DEUTSCHE VIERTELJAHRSSCH RIFT FUR LITERATURWISSEN SCHAFT UND GEISTESGESCHICHTE,A+,社科类
342,语言学,ENGL WORLD-WIDE,A+,社科类
343,语言学,ENGLISH FOR SPECIFIC PURPOSES,A+,社科类
344,语言学,FIRST LANGUAGE,A+,社科类
345,语言学,GERMAN QUARTERLY,A+,社科类
346,语言学,GERMANIC REVIEW,A+,社科类
347,语言学,HERMES-ZEITSCHRIFT FUR KLASSISCHE PHILOLOGIE,A+,社科类
348,语言学,HISPANIA-A JOURNAL DEVOTED TO THE TEACHING OF SPANISH AND PORTUGUESE,A+,社科类
349,语言学,INT J LANG COMM DIS,A+,社科类
350,语言学,INTERACTION STUDIES,A+,社科类
351,语言学,INTERNATIONAL JOURNAL OF BILINGUAL EDUCATION AND BILINGUALISM,A+,社科类
352,语言学,INTERNATIONAL JOURNAL OF BILINGUALISM,A+,社科类
353,语言学,INTERNATIONAL JOURNAL OF SPEECH-LANGUAGE PATHOLOGY,A+,社科类
354,语言学,J ENGL LINGUIST,A+,社科类
355,语言学,J MULTILING MULTICUL,A+,社科类
356,语言学,J SECOND LANG WRIT,A+,社科类
357,语言学,J SEMANT,A+,社科类
358,语言学,JOURNAL OF LINGUISTICS,A+,社科类
359,语言学,JOURNAL OF LITERARY SEMANTICS,A+,社科类
360,语言学,JOURNAL OF PRAGMATICS,A+,社科类
361,语言学,LANG SOC,A+,社科类
362,语言学,LANGUAGE,A+,社科类
363,语言学,LANGUAGE ACQUISITION,A+,社科类
364,语言学,LANGUAGE AND LITERATURE,A+,社科类
365,语言学,LANGUAGE LEARNING & TECHNOLOGY,A+,社科类
366,语言学,LANGUAGE TEACHING,A+,社科类
367,语言学,LANGUAGE TEACHING RESEARCH,A+,社科类
368,语言学,LANGUAGE VARIATION AND CHANGE,A+,社科类
369,语言学,LINGUIST INQ,A+,社科类
370,语言学,LINGUISTIC REVIEW,A+,社科类
371,语言学,LINGUISTICS,A+,社科类
372,语言学,LITERARY AND LINGUISTIC COMPUTING,A+,社科类
373,语言学,METAPHOR AND SYMBOL,A+,社科类
374,语言学,MIND LANG,A+,社科类
375,语言学,MODERN LANGUAGE QUARTERLY,A+,社科类
376,语言学,MODERN LANGUAGE REVIEW,A+,社科类
377,语言学,NAT LANG LINGUIST TH,A+,社科类
378,语言学,PAPERS ON LANGUAGE AND LITERATURE,A+,社科类
379,语言学,PHILOSOPHY AND LITERATURE,A+,社科类
380,语言学,PHONETICA,A+,社科类
381,语言学,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,A+,社科类
382,语言学,POETICA - ZEITSCHRIFT FUR SPRACHE UND LITERATURWISSENSCHAFT,A+,社科类
383,语言学,POETICS,A+,社科类
384,语言学,POETICS TODAY,A+,社科类
385,语言学,RECALL,A+,社科类
386,语言学,SECOND LANGUAGE RESEARCH,A+,社科类
387,语言学,SOUTH ATLANTIC QUARTERLY,A+,社科类
388,语言学,STUDIES IN SECOND LANGUAGE ACQUISITION,A+,社科类
389,语言学,SYSTEM,A+,社科类
390,语言学,TEXT & KRITIK,A+,社科类
391,语言学,THEOR LINGUIST,A+,社科类
392,语言学,TOP LANG DISORD,A+,社科类
393,语言学,ZEITSCHRIFT FUR DEUTSCHE PHILOLOGIE,A+,社科类
394,语言学,ZEITSCHRIFT FUR DEUTSCHES ALTERTUM UND DEUTSCHE LITERATUR,A+,社科类
395,语言学,ZEITSCHRIFT FUR GERMANISTIK,A+,社科类
396,哲学,AMERICAN PHILOSOPHICAL QUARTERLY,A+,社科类
397,哲学,ANALYSIS,A+,社科类
398,哲学,ANCIENT PHILOSOPHY,A+,社科类
399,哲学,ASIAN PHILOSOPHY,A+,社科类
400,哲学,AUSTRALASIAN JOURNAL OF PHILOSOPHY,A+,社科类
401,哲学,BRITISH JOURNAL FOR THE PHILOSOPHY OF SCIENCE,A+,社科类
402,哲学,CANADIAN JOURNAL OF PHILOSOPHY,A+,社科类
403,哲学,"COGNITION, TECHNOLOGY AND WORK",A+,社科类
404,哲学,CONTEMPORARY CHINESE THOUGHT,A+,社科类
405,哲学,CONTINENTAL PHILOSOPHY REVIEW,A+,社科类
406,哲学,DAO-A JOURNAL OF COMPARATIVE PHILOSOPHY,A+,社科类
407,哲学,ERKENNTNIS,A+,社科类
408,哲学,EUROPEAN JOURNAL OF PHILOSOPHY,A+,社科类
409,哲学,INQUIRY (UNITED KINGDOM),A+,社科类
410,哲学,INTERNATIONAL JOURNAL OF SOCIAL ROBOTICS,A+,社科类
411,哲学,INTERNATIONAL THEORY,A+,社科类
412,哲学,JOURNAL OF APPLIED BEHAVIOR ANALYSIS,A+,社科类
413,哲学,JOURNAL OF PHILOSOPHICAL LOGIC,A+,社科类
414,哲学,JOURNAL OF PHILOSOPHICAL RESEARCH,A+,社科类
415,哲学,JOURNAL OF POLITICAL PHILOSOPHY,A+,社科类
416,哲学,JOURNAL OF SCHOOL HEALTH,A+,社科类
417,哲学,JOURNAL OF SOCIAL PHILOSOPHY,A+,社科类
418,哲学,JOURNAL OF SOCIOLINGUISTICS,A+,社科类
419,哲学,JOURNAL OF SYMBOLIC LOGIC,A+,社科类
420,哲学,JOURNAL OF THE AMERICAN PHILOSOPHICAL ASSOCIATION,A+,社科类
421,哲学,JOURNAL OF THE BRITISH SOCIETY FOR PHENOMENOLOGY,A+,社科类
422,哲学,JOURNAL OF THE HISTORY OF PHILOSOPHY,A+,社科类
423,哲学,JOURNAL OF THE PHILOSOPHY OF HISTORY,A+,社科类
424,哲学,KANT-STUDIEN,A+,社科类
425,哲学,KENNEDY INSTITUTE OF ETHICS JOURNAL,A+,社科类
426,哲学,LOGIC AND LOGICAL PHILOSOPHY,A+,社科类
427,哲学,MIND & LANGUAGE,A+,社科类
428,哲学,MINDS AND MACHINES,A+,社科类
429,哲学,NATURAL LANGUAGE SEMANTICS,A+,社科类
430,哲学,NOUS-SUPPLEMENT: PHILOSOPHICAL ISSUES,A+,社科类
431,哲学,NOUS-SUPPLEMENT: PHILOSOPHICAL PERSPECTIVES,A+,社科类
432,哲学,PACIFIC PHILOSOPHICAL QUARTERLY,A+,社科类
433,哲学,PHENOMENOLOGY AND THE COGNITIVE SCIENCES,A+,社科类
434,哲学,PHILOSOPHERS IMPRINT,A+,社科类
435,哲学,PHILOSOPHIA-INTERNATIONAL JOURNAL OF PHILOSOPHY,A+,社科类
436,哲学,PHILOSOPHICAL FORUM,A+,社科类
437,哲学,PHILOSOPHICAL INVESTIGATIONS,A+,社科类
438,哲学,PHILOSOPHICAL PERSPECTIVES,A+,社科类
439,哲学,PHILOSOPHICAL QUARTERLY,A+,社科类
440,哲学,PHILOSOPHICAL STUDIES,A+,社科类
441,哲学,PHILOSOPHY,A+,社科类
442,哲学,PHILOSOPHY & TECHNOLOGY,A+,社科类
443,哲学,PHILOSOPHY COMPASS,A+,社科类
444,哲学,PHILOSOPHY EAST & WEST,A+,社科类
445,哲学,PHILOSOPHY OF SCIENCE,A+,社科类
446,哲学,PHILOSOPHY OF THE SOCIAL SCIENCES,A+,社科类
447,哲学,PHRONESIS-A JOURNAL FOR ANCIENT PHILOSOPHY,A+,社科类
448,哲学,PROCEEDINGS OF THE ARISTOTELEAN SOCIETY,A+,社科类
449,哲学,REVIEW OF METAPHYSICS,A+,社科类
450,哲学,REVIEW OF SYMBOLIC LOGIC,A+,社科类
451,哲学,SCIENCE TECHNOLOGY AND HUMAN VALUES,A+,社科类
452,哲学,SOCIAL STUDIES OF SCIENCE,A+,社科类
453,哲学,SOPHIA,A+,社科类
454,哲学,SYNTHESE,A+,社科类
455,哲学,THEOLOGICA,A+,社科类
456,哲学,THINKING & REASONING,A+,社科类
457,哲学,THOUGHT,A+,社科类
1,食品科学与工程,ACS APPLIED MATERIALS & INTERFACES,A+,理工类
2,食品科学与工程,JOURNAL OF DAIRY SCIENCE,A+,理工类
3,食品科学与工程,MEAT SCIENCE,A+,理工类
4,食品科学与工程,INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES,A+,理工类
5,食品科学与工程,JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE,A+,理工类
6,食品科学与工程,FOOD CHEMISTRY,A+,理工类
7,食品科学与工程,FOOD RESEARCH INTERNATIONAL,A+,理工类
8,食品科学与工程,JOURNAL OF FUNCTIONAL FOODS,A+,理工类
9,食品科学与工程,TRENDS IN FOOD SCIENCE & TECHNOLOGY,A+,理工类
10,食品科学与工程,LWT-FOOD SCIENCE AND TECHNOLOGY,A+,理工类
11,食品科学与工程,FOOD CONTROL,A+,理工类
12,食品科学与工程,CARBOHYDRATE POLYMERS,A+,理工类
13,食品科学与工程,JOURNAL OF FOOD ENGINEERING,A+,理工类
14,食品科学与工程,NPJ SCIENCE OF FOOD,A+,理工类
15,食品科学与工程,AQUACULTURE,A+,理工类
16,食品科学与工程,INDUSTRIAL CROPS AND PRODUCTS,A+,理工类
17,食品科学与工程,FOOD AND CHEMICAL TOXICOLOGY,A+,理工类
18,食品科学与工程,JOURNAL OF CONTROLLED RELEASE,A+,理工类
19,食品科学与工程,NANO RESEARCH,A+,理工类
20,食品科学与工程,FREE RADICAL BIOLOGY AND MEDICINE,A+,理工类
21,食品科学与工程,ACS SENSORS,A+,理工类
22,食品科学与工程,BIOMACRMOLECULES,A+,理工类
23,食品科学与工程,JOURNAL OF CELL BIOLOGY,A+,理工类
24,环境科学与工程,CHEMICAL COMMUNICATIONS,A+,理工类
25,环境科学与工程,JOURNAL OF ENVIRONMENTAL MANAGEMENT,A+,理工类
26,环境科学与工程,AQUATIC TOXICOLOGY,A+,理工类
27,环境科学与工程,ATMOSPHERIC ENVIRONMENT,A+,理工类
28,环境科学与工程,JOURNAL OF PHYSICAL CHEMISTRY C,A+,理工类
29,环境科学与工程,CARBON,A+,理工类
30,环境科学与工程,JOURNAL OF COLLOID AND INTERFACE SCIENCE,A+,理工类
31,环境科学与工程,ENVIRONMENTAL SCIENCE-NANO,A+,理工类
32,环境科学与工程,SEPARATION AND PURIFICATION TECHNOLOGY,A+,理工类
33,环境科学与工程,RESOURCES CONSERVATION AND RECYCLING,A+,理工类
34,环境科学与工程,JOURNAL OF POWER SOURCES,A+,理工类
35,环境科学与工程,BIOMATERIALS,A+,理工类
36,环境科学与工程,ENVIRONMENTAL MICROBIOLOGY,A+,理工类
37,环境科学与工程,INDOOR AIR,A+,理工类
38,环境科学与工程,CHEMISTRY OF MATERIALS,A+,理工类
39,环境科学与工程,ECOLOGY,A+,理工类
40,信息与通信工程,IEEE TRANSACTIONS ON CONTROL SYSTEMS TECHNOLOGY,A+,理工类
41,信息与通信工程,IEEE TRANSACTIONS ON SYSTEMS MAN CYBERNETICS-SYSTEMS,A+,理工类
42,信息与通信工程,PATTERN RECOGNITION,A+,理工类
43,信息与通信工程,IEEE TRANSACTIONS ON NETWORK AND SERVICE MANAGEMENT,A+,理工类
44,信息与通信工程,IEEE NETWORK,A+,理工类
45,信息与通信工程,IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS,A+,理工类
46,信息与通信工程,IEEE INTERNET OF THINGS JOURNAL,A+,理工类
47,信息与通信工程,IEEE TRANSACTIONS ON CYBERNETICS,A+,理工类
48,信息与通信工程,IEEE TRANSACTIONS ON COGNITIVE COMMUNICATIONS AND NETWORKING,A+,理工类
49,信息与通信工程,IEEE TRANSACTIONS ON BROADCASTING,A+,理工类
50,物理学,APL PHOTONICS,A+,理工类
51,物理学,OPTICS AND LASERS IN ENGINEERING,A+,理工类
52,物理学,EPJ QUANTUM TECHNOLOGY,A+,理工类
53,物理学,NEW JOURNAL OF PHYSICS,A+,理工类
54,计算机科学技术,ACM TRANSACTIONS ON STORAGE,A+,理工类
55,计算机科学技术,IEEE TRANSACTIONS ON COMPUTER-AIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTEMS,A+,理工类
56,计算机科学技术,ACM TRANSACTIONS ON INFORMATION SYSTEMS,A+,理工类
57,计算机科学技术,INFORMATION AND COMPUTATION,A+,理工类
58,计算机科学技术,INTERNATIONAL JOURNAL OF COMPUTER VISION,A+,理工类
59,计算机科学技术,INTERNATIONAL JOURNAL OF HUMAN-COMPUTER STUDIES,A+,理工类
60,计算机科学技术,ACM TRANSACTIONS ON ARCHITECTURE AND CODE OPTIMIZATION,A+,理工类
61,计算机科学技术,IEEE TRANSACTIONS ON MULTIMEDIA,A+,理工类
62,计算机科学技术,INFORMATION SCIENCES,A+,理工类
63,计算机科学技术,IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,A+,理工类
64,计算机科学技术,CCF A类会议长文,A+,理工类
65,数学,DUKE MATHEMATICAL JOURNAL,A+,理工类
66,数学,SIAM JOURNAL ON NUMERICAL ANALYSIS,A+,理工类
67,数学,MATHEMATISCHE ANNALEN,A+,理工类
68,数学,MEMOIRS OF THE AMERICAN MATHEMATICAL SOCIETY,A+,理工类
69,数学,JOURNAL DE MATHEMATIQUES PURES ET APPLIQUEES,A+,理工类
70,数学,JOURNAL FUR DIE REINE UND ANGEWANDTE MATHEMATIK,A+,理工类
